productId|productTypeId|isVirtual|isVariant|internalName|productName|productGroupMain(category)|comments|quantityIncluded|MainUnit(quantityUomId)
PM0968|FINDIG_GOOD|N|N|ENDLESS FLAT BELT 3600X55MM|ENDLESS FLAT BELT 3600X55MM|SPARES|13.00|1|UQC_pcs
PM0969|FINDIG_GOOD|N|N|ENGINE OIL 15W4|ENGINE OIL 15W4|FUEL_OIL|13.00|1|UQC_ltr
PM0970|FINDIG_GOOD|N|N|ENTER ROLLER [227]|ENTER ROLLER [227]|SPARES|13.00|1|UQC_pcs
PM0971|FINDIG_GOOD|N|N|ENVALOP A4/A5|ENVALOP A4/A5|PRINTING_STATIONERY|13.00|1|UQC_pcs
PM3666|FINDIG_GOOD|N|N|ENVALOP A5 (11 X 5)|ENVALOP A5 (11 X 5)|PRINTING_STATIONERY|13.00|1|UQC_pcs
PM0972|FINDIG_GOOD|N|N|ENVALOP PLASTIC 9*5/ 11*5 (SHEET PROTECTORS)|ENVALOP PLASTIC 9*5/ 11*5 (SHEET PROTECTORS)|PRINTING_STATIONERY|13.00|1|UQC_pcs
PM0973|FINDIG_GOOD|N|N|EPOXY (501) 20KG|EPOXY (501) 20KG|CONSUMABLES|13.00|1|UQC_pcs
PM0974|FINDIG_GOOD|N|N|EPOXY (502) 10KG|EPOXY (502) 10KG|CONSUMABLES|13.00|1|UQC_pcs
PM0975|FINDIG_GOOD|N|N|EPOXY (701) 20KG|EPOXY (701) 20KG|CONSUMABLES|13.00|1|UQC_pcs
PM0976|FINDIG_GOOD|N|N|EPOXY (702) 10KG|EPOXY (702) 10KG|CONSUMABLES|13.00|1|UQC_pcs
PM0977|FINDIG_GOOD|N|N|ERASER|ERASER|PRINTING_STATIONERY|13.00|1|UQC_pcs
PM0978|FINDIG_GOOD|N|N|ET901 (PU PAINT)|ET901 (PU PAINT)|CONSUMABLES|13.00|1|UQC_pcs
PM3778|FINDIG_GOOD|N|N|ETHANOL 450 ML|ETHANOL 450 ML|CONSUMABLES|13.00|1|UQC_pcs
PM3667|FINDIG_GOOD|N|N|ETHANOL 500 ML|ETHANOL 500 ML|CONSUMABLES|13.00|1|UQC_pcs
PM0979|FINDIG_GOOD|N|N|EUCALYPTUS OIL|EUCALYPTUS OIL|RAW_MATERIAL|13.00|1|UQC_kgs
PM0980|FINDIG_GOOD|N|N|EUXYL K-120 /ISOCIL Pcs/DIAZOLIDINYL UREA & IPBC |EUXYL K-120 /ISOCIL Pcs/DIAZOLIDINYL UREA & IPBC |RAW_MATERIAL|13.00|1|UQC_kgs
PM0981|FINDIG_GOOD|N|N|"EXHAUST FAN 12"""|"EXHAUST FAN 12"""|ELECTRICAL_FITTINGS|13.00|1|UQC_pcs
PM0982|FINDIG_GOOD|N|N|"EXHAUST FAN 24"""|"EXHAUST FAN 24"""|ELECTRICAL_FITTINGS|13.00|1|UQC_pcs
PM0983|FINDIG_GOOD|N|N|"EXHAUST FAN 9"" FOR TOILET"|"EXHAUST FAN 9"" FOR TOILET"|ELECTRICAL_FITTINGS|13.00|1|UQC_pcs
PM0984|FINDIG_GOOD|N|N|EXIDE HOME UPS 5 KVA|EXIDE HOME UPS 5 KVA|COMPUTER_ACCESSORIES|13.00|1|UQC_pcs
PM0985|FINDIG_GOOD|N|N|EXPENSE VOUCHER|EXPENSE VOUCHER|PRINTING_STATIONERY|13.00|1|UQC_pcs
PM0986|FINDIG_GOOD|N|N|EXTENSION BOARD|EXTENSION BOARD|ELECTRICAL_FITTINGS|13.00|1|UQC_pcs
PM0987|FINDIG_GOOD|N|N|EXTERNAL HYDRANT 80 MM FLANGE 263 MM|EXTERNAL HYDRANT 80 MM FLANGE 263 MM|PIPE_FITTINGS|13.00|1|UQC_pcs
PM0988|FINDIG_GOOD|N|N|EXTRA FILLING SPROCKET SET|EXTRA FILLING SPROCKET SET|SPARES|13.00|1|UQC_pcs
PM0989|FINDIG_GOOD|N|N|EXTRACT SFG|EXTRACT SFG|RAW_MATERIAL|13.00|1|UQC_kgs
PM0990|FINDIG_GOOD|N|N|EYE MARK PANASONIC|EYE MARK PANASONIC|ELECTRICAL_FITTINGS|13.00|1|UQC_pcs
PM0991|FINDIG_GOOD|N|N|EYE MARK SENSOR|EYE MARK SENSOR|ELECTRICAL_FITTINGS|13.00|1|UQC_pcs
PM0992|FINDIG_GOOD|N|N|EYE NUT & BOLT|EYE NUT & BOLT|SPARES|13.00|1|UQC_pcs
PM0993|FINDIG_GOOD|N|N|F19 HOSE PIPE (WHITE)|F19 HOSE PIPE (WHITE)|PIPE_FITTINGS|13.00|1|UQC_pcs
PM0994|FINDIG_GOOD|N|N|FABRIC JHOLA|FABRIC JHOLA|CONSUMABLES|13.00|1|UQC_pcs
PM0995|FINDIG_GOOD|N|N|FACE MASK|FACE MASK|CONSUMABLES|13.00|1|UQC_pcs
PM0996|FINDIG_GOOD|N|N|FAMILY LIFE 20 LTR DRINKING WATER|FAMILY LIFE 20 LTR DRINKING WATER|CONSUMABLES|13.00|1|UQC_pcs
PM0997|FINDIG_GOOD|N|N|FARRUAL + NUT|FARRUAL + NUT|SPARES|13.00|1|UQC_pcs
PM0998|FINDIG_GOOD|N|N|FATTY ACID ESTER|FATTY ACID ESTER|RAW_MATERIAL|13.00|1|UQC_kgs
PM0999|FINDIG_GOOD|N|N|FEED SECTION CUP|FEED SECTION CUP|SPARES|13.00|1|UQC_pcs
PM1000|FINDIG_GOOD|N|N|FEEDBACK SENSOR|FEEDBACK SENSOR|ELECTRICAL_FITTINGS|13.00|1|UQC_pcs
PM1001|FINDIG_GOOD|N|N|FELDSPER|FELDSPER|RAW_MATERIAL|13.00|1|UQC_kgs
PM1002|FINDIG_GOOD|N|N|"FELLER GUAGE 6"""|"FELLER GUAGE 6"""|SPARES|13.00|1|UQC_pcs
PM1003|FINDIG_GOOD|N|N|FEMALE DIGIT J|FEMALE DIGIT J|SPARES|13.00|1|UQC_pcs
PM1004|FINDIG_GOOD|N|N|FEMALE DIGIT M|FEMALE DIGIT M|SPARES|13.00|1|UQC_pcs
PM1005|FINDIG_GOOD|N|N|FENNEL (SOUNF)|FENNEL (SOUNF)|RAW_MATERIAL|13.00|1|UQC_kgs
PM1006|FINDIG_GOOD|N|N|FENUGREEK (MEETHI)|FENUGREEK (MEETHI)|RAW_MATERIAL|13.00|1|UQC_kgs
PM1007|FINDIG_GOOD|N|N|FERRULES 1.5/2.5 0-9|FERRULES 1.5/2.5 0-9|ELECTRICAL_FITTINGS|13.00|1|UQC_pcs
PM1008|FINDIG_GOOD|N|N|FERRULES 1.5/2.5 A/2|FERRULES 1.5/2.5 A/2|ELECTRICAL_FITTINGS|13.00|1|UQC_pcs
PM1009|FINDIG_GOOD|N|N|FESTO SEAL|FESTO SEAL|SPARES|13.00|1|UQC_pcs
PM1010|FINDIG_GOOD|N|N|FEVICOL|FEVICOL|CONSUMABLES|13.00|1|UQC_pcs
PM1011|FINDIG_GOOD|N|N|FG HANDOVER SLIP|FG HANDOVER SLIP|PRINTING_STATIONERY|13.00|1|UQC_pcs
PM1012|FINDIG_GOOD|N|N|FIBER SHEET |FIBER SHEET |CONSUMABLES|13.00|1|UQC_pcs
PM1013|FINDIG_GOOD|N|N|FILLING CAM - HARDENED|FILLING CAM - HARDENED|SPARES|13.00|1|UQC_pcs
PM1014|FINDIG_GOOD|N|N|FILLING LIFTING LEVER BUSH-30X40X40|FILLING LIFTING LEVER BUSH-30X40X40|SPARES|13.00|1|UQC_pcs
PM1015|FINDIG_GOOD|N|N|FILLING LIFTING ROD 16MM DIA|FILLING LIFTING ROD 16MM DIA|SPARES|13.00|1|UQC_pcs
PM1016|FINDIG_GOOD|N|N|FILLING NOZZEL GASKIT|FILLING NOZZEL GASKIT|SPARES|13.00|1|UQC_pcs
PM1017|FINDIG_GOOD|N|N|FILLING NOZZEL SET|FILLING NOZZEL SET|SPARES|13.00|1|UQC_pcs
PM1018|FINDIG_GOOD|N|N|FILLING NOZZEL SPRING|FILLING NOZZEL SPRING|SPARES|13.00|1|UQC_pcs
PM1019|FINDIG_GOOD|N|N|FILLING NOZZEL TEFLON GASKIT|FILLING NOZZEL TEFLON GASKIT|SPARES|13.00|1|UQC_pcs
PM1020|FINDIG_GOOD|N|N|FILLING NOZZLE|FILLING NOZZLE|SPARES|13.00|1|UQC_pcs
PM1021|FINDIG_GOOD|N|N|FILLING NOZZLE ASSEMBLY |FILLING NOZZLE ASSEMBLY |SPARES|13.00|1|UQC_pcs
PM1022|FINDIG_GOOD|N|N|FILLING NOZZLE O' RING|FILLING NOZZLE O' RING|SPARES|13.00|1|UQC_pcs
PM1023|FINDIG_GOOD|N|N|FILLING ROLLER|FILLING ROLLER|SPARES|13.00|1|UQC_pcs
PM1024|FINDIG_GOOD|N|N|FILLING SENSOR IR PNP  NO 24V DC CARLO GAVAZI MAKE|FILLING SENSOR IR PNP  NO 24V DC CARLO GAVAZI MAKE|ELECTRICAL_FITTINGS|13.00|1|UQC_pcs
PM3906|FINDIG_GOOD|N|N|FILTER 9020|FILTER 9020|SPARES|13.00|1|UQC_set
PM1025|FINDIG_GOOD|N|N|FILTER INSERT|FILTER INSERT|CONSUMABLES|13.00|1|UQC_pcs
PM3917|FINDIG_GOOD|N|N|FILTER INSERT 21702911|FILTER INSERT 21702911|SPARES|13.00|1|UQC_pcs
PM3949|FINDIG_GOOD|N|N|FILTER KIT FA66064|FILTER KIT FA66064|SPARES|13.00|1|UQC_set
PM1026|FINDIG_GOOD|N|N|FIRE EXTINGUISHER|FIRE EXTINGUISHER|PLANT_MACHINERY |13.00|1|UQC_pcs
PM1027|FINDIG_GOOD|N|N|FIRST AID BOX|FIRST AID BOX|CONSUMABLES|13.00|1|UQC_pcs
PM1028|FINDIG_GOOD|N|N|FITKIDI|FITKIDI|CONSUMABLES|13.00|1|UQC_pcs
PM1029|FINDIG_GOOD|N|N|FITTING INDUSTRIAL LAMP 2*36 W|FITTING INDUSTRIAL LAMP 2*36 W|ELECTRICAL_FITTINGS|13.00|1|UQC_pcs
PM1030|FINDIG_GOOD|N|N|FIVE PIN SOCKET 10 A|FIVE PIN SOCKET 10 A|ELECTRICAL_FITTINGS|13.00|1|UQC_pcs
PM1031|FINDIG_GOOD|N|N|FIXORITE ADHESIVE|FIXORITE ADHESIVE|CONSUMABLES|13.00|1|UQC_pcs
PM1032|FINDIG_GOOD|N|N|FLANGE WITH CLOVED FOR|FLANGE WITH CLOVED FOR|SPARES|13.00|1|UQC_pcs
PM1033|FINDIG_GOOD|N|N|FLANGES 100 NB|FLANGES 100 NB|PIPE_FITTINGS|13.00|1|UQC_pcs
PM1034|FINDIG_GOOD|N|N|FLANGES 15 NB|FLANGES 15 NB|PIPE_FITTINGS|13.00|1|UQC_pcs
PM1035|FINDIG_GOOD|N|N|FLANGES 150 NB|FLANGES 150 NB|PIPE_FITTINGS|13.00|1|UQC_pcs
PM1036|FINDIG_GOOD|N|N|FLANGES 80 NB|FLANGES 80 NB|PIPE_FITTINGS|13.00|1|UQC_pcs
PM1037|FINDIG_GOOD|N|N|"FLAP DISK 4"""|"FLAP DISK 4"""|CONSUMABLES|13.00|1|UQC_pcs
PM1038|FINDIG_GOOD|N|N|FLASH VESHAL ASSA 150 N IBR|FLASH VESHAL ASSA 150 N IBR|PIPE_FITTINGS|13.00|1|UQC_pcs
PM1039|FINDIG_GOOD|N|N|FLAT BELT H SEFGT 2250X100 20005-004|FLAT BELT H SEFGT 2250X100 20005-004|SPARES|13.00|1|UQC_pcs
PM1040|FINDIG_GOOD|N|N|FLAT BELT H-5EFGT 2250X|FLAT BELT H-5EFGT 2250X|SPARES|13.00|1|UQC_pcs
PM1041|FINDIG_GOOD|N|N|FLAT BELT HS 44 1750X20MM 20005-020|FLAT BELT HS 44 1750X20MM 20005-020|SPARES|13.00|1|UQC_pcs
PM1042|FINDIG_GOOD|N|N|FLAT BELT HS-44 1750X20M|FLAT BELT HS-44 1750X20M|SPARES|13.00|1|UQC_pcs
PM1043|FINDIG_GOOD|N|N|"FLAT FILE 10"""|"FLAT FILE 10"""|TOOLS_MACHINERY|13.00|1|UQC_pcs
PM1044|FINDIG_GOOD|N|N|FLAT FILE 3001 12''|FLAT FILE 3001 12''|TOOLS_MACHINERY|13.00|1|UQC_pcs
PM1045|FINDIG_GOOD|N|N|FLAT FILE 3002 12''|FLAT FILE 3002 12''|TOOLS_MACHINERY|13.00|1|UQC_pcs
PM1046|FINDIG_GOOD|N|N|"FLAT FILE 8"""|"FLAT FILE 8"""|TOOLS_MACHINERY|13.00|1|UQC_pcs
PM1047|FINDIG_GOOD|N|N|FLAT FILE F-3003|FLAT FILE F-3003|TOOLS_MACHINERY|13.00|1|UQC_pcs
PM1048|FINDIG_GOOD|N|N|FLAT WASHER |FLAT WASHER |CONSUMABLES|13.00|1|UQC_pcs
PM1049|FINDIG_GOOD|N|N|FLAVOR 123|FLAVOR 123|RAW_MATERIAL|13.00|1|UQC_kgs
PM1050|FINDIG_GOOD|N|N|FLAVOUR CLUSTERED APPLE |FLAVOUR CLUSTERED APPLE |RAW_MATERIAL|13.00|1|UQC_kgs
PM1051|FINDIG_GOOD|N|N|FLAVOUR STRAWBERRY |FLAVOUR STRAWBERRY |RAW_MATERIAL|13.00|1|UQC_kgs
PM3864|FINDIG_GOOD|N|N|FLAX SEED OIL|FLAX SEED OIL|RAW_MATERIAL|13.00|1|UQC_kgs
PM3948|FINDIG_GOOD|N|N|FLEX PRINT|FLEX PRINT|CONSUMABLES|13.00|1|UQC_pcs
PM1052|FINDIG_GOOD|N|N|FLEXIBLE PIPE|FLEXIBLE PIPE|PIPE_FITTINGS|13.00|1|UQC_bdl
PM1053|FINDIG_GOOD|N|N|FLEXIBLE PIPE 32 MM|FLEXIBLE PIPE 32 MM|PIPE_FITTINGS|13.00|1|UQC_bdl
PM1054|FINDIG_GOOD|N|N|FLEXIBLE PIPE 40 MM|FLEXIBLE PIPE 40 MM|PIPE_FITTINGS|13.00|1|UQC_bdl
PM1055|FINDIG_GOOD|N|N|FLEXIBLE WIRE 16 MM|FLEXIBLE WIRE 16 MM|ELECTRICAL_FITTINGS|13.00|1|UQC_bdl
PM4107|FINDIG_GOOD|N|N|FLEXON TAB|FLEXON TAB|MEDICINE|13.00|1|UQC_pcs
PM1056|FINDIG_GOOD|N|N|"FLOAT VALVE 1*12"""|"FLOAT VALVE 1*12"""|PIPE_FITTINGS|13.00|1|UQC_pcs
PM3816|FINDIG_GOOD|N|N|"FLOAT VALVE 1/2"""|"FLOAT VALVE 1/2"""|PIPE_FITTINGS|13.00|1|UQC_pcs
PM1057|FINDIG_GOOD|N|N|FLOW CONTROL VALVE (GR-48-B)|FLOW CONTROL VALVE (GR-48-B)|PIPE_FITTINGS|13.00|1|UQC_pcs
PM1058|FINDIG_GOOD|N|N|FLUNGER PIN FOR TROLLY|FLUNGER PIN FOR TROLLY|SPARES|13.00|1|UQC_pcs
PM1059|FINDIG_GOOD|N|N|FLY CATCHER|FLY CATCHER|PLANT_MACHINERY |13.00|1|UQC_pcs
PM1060|FINDIG_GOOD|N|N|FLY CATCHER (MS)|FLY CATCHER (MS)|ELECTRICAL_FITTINGS|13.00|1|UQC_pcs
PM1061|FINDIG_GOOD|N|N|FOAM 3*6 (14MM)|FOAM 3*6 (14MM)|CONSUMABLES|13.00|1|UQC_pcs
PM1062|FINDIG_GOOD|N|N|FOAM 3X6X100 MM|FOAM 3X6X100 MM|CONSUMABLES|13.00|1|UQC_pcs
PM1063|FINDIG_GOOD|N|N|FOAM ROLLER|FOAM ROLLER|SPARES|13.00|1|UQC_pcs
PM4013|FINDIG_GOOD|N|N|FOOD GRADE HOSE PIPE 20MM|FOOD GRADE HOSE PIPE 20MM|PIPE_FITTINGS|13.00|1|UQC_mtr
PM1064|FINDIG_GOOD|N|N|"FOOD GRADED HOSE PIPE 1"""|"FOOD GRADED HOSE PIPE 1"""|PIPE_FITTINGS|13.00|1|UQC_mtr
PM1065|FINDIG_GOOD|N|N|"FOOD GRADED HOSE PIPE 1/2"""|"FOOD GRADED HOSE PIPE 1/2"""|PIPE_FITTINGS|13.00|1|UQC_mtr
PM1066|FINDIG_GOOD|N|N|FORGED BRASS BALL VALVE 80 NB|FORGED BRASS BALL VALVE 80 NB|PIPE_FITTINGS|13.00|1|UQC_pcs
PM1067|FINDIG_GOOD|N|N|FORMAIKA|FORMAIKA|FURNITURE_FIXTURE|13.00|1|UQC_pcs
PM1068|FINDIG_GOOD|N|N|FORMALDEHYDE|FORMALDEHYDE|CONSUMABLES|13.00|1|UQC_pcs
PM1069|FINDIG_GOOD|N|N|FREEZE (REFRIGERATOR) SAMSUNG|FREEZE (REFRIGERATOR) SAMSUNG|HOME_APPLIANCES|13.00|1|UQC_pcs
PM1070|FINDIG_GOOD|N|N|FRL UNIT (159590-FRL-1/2-D-M)|FRL UNIT (159590-FRL-1/2-D-M)|SPARES|13.00|1|UQC_pcs
PM1071|FINDIG_GOOD|N|N|"FRUIT WASHER 2"" PITCH STAINLESS"|"FRUIT WASHER 2"" PITCH STAINLESS"|SPARES|13.00|1|UQC_pcs
PM1072|FINDIG_GOOD|N|N|FRUIT WASHER 30 MM DIA NYLON ROLLERS|FRUIT WASHER 30 MM DIA NYLON ROLLERS|SPARES|13.00|1|UQC_pcs
PM1073|FINDIG_GOOD|N|N|FRUIT WASHER 6 MM DIA 650 MM LONG (LINK ROD)|FRUIT WASHER 6 MM DIA 650 MM LONG (LINK ROD)|SPARES|13.00|1|UQC_pcs
PM1074|FINDIG_GOOD|N|N|FRUIT WASHER 6 MM WASHER|FRUIT WASHER 6 MM WASHER|SPARES|13.00|1|UQC_pcs
PM1075|FINDIG_GOOD|N|N|FRUIT WASHER 600MM WIDTH|FRUIT WASHER 600MM WIDTH|SPARES|13.00|1|UQC_pcs
PM1076|FINDIG_GOOD|N|N|FRUIT WASHER 75MM FLAP HEIGHT|FRUIT WASHER 75MM FLAP HEIGHT|SPARES|13.00|1|UQC_pcs
PM1077|FINDIG_GOOD|N|N|FRUIT WASHER SS 304 COTTER PINS|FRUIT WASHER SS 304 COTTER PINS|SPARES|13.00|1|UQC_pcs
PM1078|FINDIG_GOOD|N|N|FRUIT WASHER UTC 206 BEARING|FRUIT WASHER UTC 206 BEARING|SPARES|13.00|1|UQC_pcs
PM1079|FINDIG_GOOD|N|N|FUEL & WATER SEPERATOR DX200M|FUEL & WATER SEPERATOR DX200M|SPARES|13.00|1|UQC_pcs
PM1080|FINDIG_GOOD|N|N|FUEL FILTER (20998367)|FUEL FILTER (20998367)|SPARES|13.00|1|UQC_pcs
PM1081|FINDIG_GOOD|N|N|FUEL FILTER 20976003|FUEL FILTER 20976003|SPARES|13.00|1|UQC_pcs
PM1082|FINDIG_GOOD|N|N|FUNNEL (GENERAL)|FUNNEL (GENERAL)|CONSUMABLES|13.00|1|UQC_pcs
PM1083|FINDIG_GOOD|N|N|"G I  UNION 3"""|"G I  UNION 3"""|PIPE_FITTINGS|13.00|1|UQC_pcs
PM1084|FINDIG_GOOD|N|N|"G I BOLT 1/4*1"""|"G I BOLT 1/4*1"""|PIPE_FITTINGS|13.00|1|UQC_pcs
PM1085|FINDIG_GOOD|N|N|"G I ELBOW 1"""|"G I ELBOW 1"""|PIPE_FITTINGS|13.00|1|UQC_pcs
PM1086|FINDIG_GOOD|N|N|"G I ELBOW 1/2"""|"G I ELBOW 1/2"""|PIPE_FITTINGS|13.00|1|UQC_pcs
PM1087|FINDIG_GOOD|N|N|"G I LONG BEND 2"""|"G I LONG BEND 2"""|PIPE_FITTINGS|13.00|1|UQC_pcs
PM4139|FINDIG_GOOD|N|N|"G I NIPPLE 1.25""X6"""|"G I NIPPLE 1.25""X6"""|PIPE_FITTINGS|13.00|1|UQC_pcs
PM1088|FINDIG_GOOD|N|N|"G I NIPPLE 1/2*3"""|"G I NIPPLE 1/2*3"""|PIPE_FITTINGS|13.00|1|UQC_pcs
PM1089|FINDIG_GOOD|N|N|"G I NIPPLE 1/2X12"""|"G I NIPPLE 1/2X12"""|PIPE_FITTINGS|13.00|1|UQC_pcs
PM1090|FINDIG_GOOD|N|N|"G I NIPPLE 1/2X2"""|"G I NIPPLE 1/2X2"""|PIPE_FITTINGS|13.00|1|UQC_pcs
PM1091|FINDIG_GOOD|N|N|"G I NIPPLE 2""*1.5"|"G I NIPPLE 2""*1.5"|PIPE_FITTINGS|13.00|1|UQC_pcs
PM1092|FINDIG_GOOD|N|N|"G I NIPPLE 2""*20"""|"G I NIPPLE 2""*20"""|PIPE_FITTINGS|13.00|1|UQC_pcs
PM3787|FINDIG_GOOD|N|N|"G I NIPPLE 3/4X6"""|"G I NIPPLE 3/4X6"""|PIPE_FITTINGS|13.00|1|UQC_pcs
PM1093|FINDIG_GOOD|N|N|"G I NIPPLE 32*6"""|"G I NIPPLE 32*6"""|PIPE_FITTINGS|13.00|1|UQC_pcs
PM1094|FINDIG_GOOD|N|N|G I NUT 1/4|G I NUT 1/4|CONSUMABLES|13.00|1|UQC_pcs
PM1095|FINDIG_GOOD|N|N|"G I PIPE 1"""|"G I PIPE 1"""|PIPE_FITTINGS|13.00|1|UQC_pcs
PM1096|FINDIG_GOOD|N|N|G I PLAIN SHEET .35X4X8|G I PLAIN SHEET .35X4X8|CONSUMABLES|13.00|1|UQC_pcs
PM1097|FINDIG_GOOD|N|N|G I PLAIN SHEET .45X4X8|G I PLAIN SHEET .45X4X8|CONSUMABLES|13.00|1|UQC_pcs
PM1098|FINDIG_GOOD|N|N|G I PLAIN SHEET .8MM|G I PLAIN SHEET .8MM|CONSUMABLES|13.00|1|UQC_pcs
PM1099|FINDIG_GOOD|N|N|G I PLAIN SHEET .90X4X8|G I PLAIN SHEET .90X4X8|CONSUMABLES|13.00|1|UQC_pcs
PM1100|FINDIG_GOOD|N|N|G I PLAIN SHEET 0.7 MM|G I PLAIN SHEET 0.7 MM|CONSUMABLES|13.00|1|UQC_pcs
PM1101|FINDIG_GOOD|N|N|"G I R SOCKET 1 1/4*1.5"""|"G I R SOCKET 1 1/4*1.5"""|PIPE_FITTINGS|13.00|1|UQC_pcs
PM1102|FINDIG_GOOD|N|N|"G I R SOCKET 3"""|"G I R SOCKET 3"""|PIPE_FITTINGS|13.00|1|UQC_pcs
PM1103|FINDIG_GOOD|N|N|"G I REDUCER 2""*1.5"""|"G I REDUCER 2""*1.5"""|PIPE_FITTINGS|13.00|1|UQC_pcs
PM1104|FINDIG_GOOD|N|N|"G I SOCKET 1"""|"G I SOCKET 1"""|PIPE_FITTINGS|13.00|1|UQC_pcs
PM1105|FINDIG_GOOD|N|N|"G I SOCKET 1/2"""|"G I SOCKET 1/2"""|PIPE_FITTINGS|13.00|1|UQC_pcs
PM1106|FINDIG_GOOD|N|N|"G I SOCKET 2"""|"G I SOCKET 2"""|PIPE_FITTINGS|13.00|1|UQC_pcs
PM1107|FINDIG_GOOD|N|N|G I STRIP 40*6 MM|G I STRIP 40*6 MM|ELECTRICAL_FITTINGS|13.00|1|UQC_pcs
PM1108|FINDIG_GOOD|N|N|"G I TEE 2"""|"G I TEE 2"""|PIPE_FITTINGS|13.00|1|UQC_pcs
PM1109|FINDIG_GOOD|N|N|G I TOP|G I TOP|PIPE_FITTINGS|13.00|1|UQC_pcs
PM1110|FINDIG_GOOD|N|N|"G I UNION 1"""|"G I UNION 1"""|PIPE_FITTINGS|13.00|1|UQC_pcs
PM1111|FINDIG_GOOD|N|N|G I WASHER 6 MM|G I WASHER 6 MM|CONSUMABLES|13.00|1|UQC_pcs
PM1112|FINDIG_GOOD|N|N|G I WIRE|G I WIRE|CONSUMABLES|13.00|1|UQC_pcs
PM1113|FINDIG_GOOD|N|N|G MUTRA|G MUTRA|RAW_MATERIAL|13.00|1|UQC_kgs
PM1114|FINDIG_GOOD|N|N|G ROLLER (SLIDING ALLUMINIUM)|G ROLLER (SLIDING ALLUMINIUM)|CONSUMABLES|13.00|1|UQC_pcs
PM1115|FINDIG_GOOD|N|N|GALEN PLASTIC|GALEN PLASTIC|CONSUMABLES|13.00|1|UQC_pcs
PM3963|FINDIG_GOOD|N|N|GARAM MASALA 200 GM|GARAM MASALA 200 GM|FINISHED_GOOD|13.00|1|UQC_pcs
PM1116|FINDIG_GOOD|N|N|GARAM SUTA|GARAM SUTA|CONSUMABLES|13.00|1|UQC_pcs
PM3483|FINDIG_GOOD|N|N|GARLIC PICKLE|GARLIC PICKLE|NGPL_SEMI_FG|13.00|1|UQC_kgs
PM3599|FINDIG_GOOD|N|N|GARLIC POWDER|GARLIC POWDER|RAW_MATERIAL|13.00|1|UQC_kgs
PM1117|FINDIG_GOOD|N|N|GAS CUTTER|GAS CUTTER|TOOLS_MACHINERY|13.00|1|UQC_pcs
PM1118|FINDIG_GOOD|N|N|GAS KIT (STREAT LIGHT)|GAS KIT (STREAT LIGHT)|ELECTRICAL_FITTINGS|13.00|1|UQC_pcs
PM1119|FINDIG_GOOD|N|N|GAS LIGHTER|GAS LIGHTER|CONSUMABLES|13.00|1|UQC_pcs
PM1120|FINDIG_GOOD|N|N|GAS STOVE|GAS STOVE|CONSUMABLES|13.00|1|UQC_pcs
PM1121|FINDIG_GOOD|N|N|GAS STOVE SWITCH|GAS STOVE SWITCH|SPARES|13.00|1|UQC_pcs
PM3628|FINDIG_GOOD|N|N|GASKET (MOUTH CONE DET. PLANT)|GASKET (MOUTH CONE DET. PLANT)|SPARES|13.00|1|UQC_pcs
PM3627|FINDIG_GOOD|N|N|GASKET (VAC. CHAMBER DET. PLANT)|GASKET (VAC. CHAMBER DET. PLANT)|SPARES|13.00|1|UQC_pcs
PM1122|FINDIG_GOOD|N|N|GASKET PAPER 1 MM|GASKET PAPER 1 MM|SPARES|13.00|1|UQC_pcs
PM1123|FINDIG_GOOD|N|N|GATE|GATE|CONSUMABLES|13.00|1|UQC_pcs
PM1124|FINDIG_GOOD|N|N|GATE PASS (18SIZE) (small)|GATE PASS (18SIZE) (small)|PRINTING_STATIONERY|13.00|1|UQC_pcs
PM1125|FINDIG_GOOD|N|N|"GATE VALVE 1"""|"GATE VALVE 1"""|PIPE_FITTINGS|13.00|1|UQC_pcs
PM3788|FINDIG_GOOD|N|N|GATE VALVE 15 MM|GATE VALVE 15 MM|PIPE_FITTINGS|13.00|1|UQC_pcs
PM1126|FINDIG_GOOD|N|N|"GATE VALVE 2"" GUN METTAL"|"GATE VALVE 2"" GUN METTAL"|PIPE_FITTINGS|13.00|1|UQC_pcs
PM3789|FINDIG_GOOD|N|N|GATE VALVE 20 MM|GATE VALVE 20 MM|PIPE_FITTINGS|13.00|1|UQC_pcs
PM1127|FINDIG_GOOD|N|N|GEAR OIL 1 LTR|GEAR OIL 1 LTR|FUEL_OIL|13.00|1|UQC_ltr
PM1128|FINDIG_GOOD|N|N|GEAR OIL 220|GEAR OIL 220|FUEL_OIL|13.00|1|UQC_ltr
PM1129|FINDIG_GOOD|N|N|GEAR OIL 320|GEAR OIL 320|FUEL_OIL|13.00|1|UQC_ltr
PM1130|FINDIG_GOOD|N|N|GEAR OIL 4 LTR|GEAR OIL 4 LTR|FUEL_OIL|13.00|1|UQC_jar
PM1131|FINDIG_GOOD|N|N|GEAR OIL 500|GEAR OIL 500|FUEL_OIL|13.00|1|UQC_ltr
PM1132|FINDIG_GOOD|N|N|GEAR PUMP CI 50*50*7.5 HP|GEAR PUMP CI 50*50*7.5 HP|SPARES|13.00|1|UQC_pcs
PM1133|FINDIG_GOOD|N|N|GEL PEN|GEL PEN|PRINTING_STATIONERY|13.00|1|UQC_pcs
PM1134|FINDIG_GOOD|N|N|GEL PEN REFILL|GEL PEN REFILL|PRINTING_STATIONERY|13.00|1|UQC_pcs
