partyId,contactMechId,fromDate,contactMechPurposeTypeId
PRT0090,CM0090,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0091,CM0091,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0092,CM0092,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0093,CM0093,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0094,CM0094,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0095,CM0095,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0096,CM0096,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0097,CM0097,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0098,CM0098,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0099,CM0099,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0100,CM0100,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0101,CM0101,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0102,CM0102,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0103,CM0103,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0104,CM0104,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0105,CM0105,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0106,CM0106,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0107,CM0107,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0108,CM0108,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0109,CM0109,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0110,CM0110,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0111,CM0111,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0112,CM0112,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0113,CM0113,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0114,CM0114,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0115,CM0115,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0116,CM0116,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0117,CM0117,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0118,CM0118,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0119,CM0119,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0120,CM0120,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0121,CM0121,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0122,CM0122,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0123,CM0123,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0124,CM0124,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0125,CM0125,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0126,CM0126,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0127,CM0127,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0128,CM0128,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0129,CM0129,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0130,CM0130,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0131,CM0131,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0132,CM0132,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0133,CM0133,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0134,CM0134,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0135,CM0135,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0136,CM0136,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0137,CM0137,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0138,CM0138,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0139,CM0139,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0140,CM0140,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0141,CM0141,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0142,CM0142,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0143,CM0143,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0144,CM0144,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0145,CM0145,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0146,CM0146,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0147,CM0147,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0148,CM0148,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0149,CM0149,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0150,CM0150,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0151,CM0151,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0152,CM0152,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0153,CM0153,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0154,CM0154,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0155,CM0155,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0156,CM0156,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0157,CM0157,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0158,CM0158,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0159,CM0159,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0160,CM0160,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0161,CM0161,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0162,CM0162,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0163,CM0163,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0164,CM0164,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0165,CM0165,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0166,CM0166,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0167,CM0167,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0168,CM0168,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0169,CM0169,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0170,CM0170,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0171,CM0171,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0172,CM0172,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0173,CM0173,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0174,CM0174,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0175,CM0175,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0176,CM0176,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0177,CM0177,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0178,CM0178,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0179,CM0179,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0180,CM0180,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0181,CM0181,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0182,CM0182,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0183,CM0183,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0184,CM0184,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0185,CM0185,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0186,CM0186,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0187,CM0187,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0188,CM0188,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0189,CM0189,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0190,CM0190,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0191,CM0191,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0192,CM0192,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0193,CM0193,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0194,CM0194,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0195,CM0195,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0196,CM0196,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0197,CM0197,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0198,CM0198,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0199,CM0199,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0200,CM0200,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0201,CM0201,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0202,CM0202,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0203,CM0203,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0204,CM0204,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0205,CM0205,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0206,CM0206,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0207,CM0207,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0208,CM0208,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0209,CM0209,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0210,CM0210,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0211,CM0211,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0212,CM0212,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0213,CM0213,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0214,CM0214,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0215,CM0215,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0216,CM0216,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0217,CM0217,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0218,CM0218,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0219,CM0219,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0220,CM0220,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0221,CM0221,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0222,CM0222,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0223,CM0223,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0224,CM0224,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0225,CM0225,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0226,CM0226,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0227,CM0227,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0228,CM0228,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0229,CM0229,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0230,CM0230,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0231,CM0231,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0232,CM0232,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0233,CM0233,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0234,CM0234,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0235,CM0235,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0236,CM0236,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0237,CM0237,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0238,CM0238,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0239,CM0239,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0240,CM0240,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0241,CM0241,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0242,CM0242,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0243,CM0243,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0244,CM0244,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0245,CM0245,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0246,CM0246,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0247,CM0247,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0248,CM0248,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0249,CM0249,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0250,CM0250,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0251,CM0251,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0252,CM0252,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0253,CM0253,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0254,CM0254,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0255,CM0255,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0256,CM0256,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0257,CM0257,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0258,CM0258,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0259,CM0259,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0260,CM0260,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0261,CM0261,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0262,CM0262,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0263,CM0263,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0264,CM0264,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0265,CM0265,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0266,CM0266,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0267,CM0267,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0268,CM0268,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0269,CM0269,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0270,CM0270,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0271,CM0271,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0272,CM0272,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0273,CM0273,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0274,CM0274,2019-04-17 00:00:00.0,GENERAL_LOCATION,
PRT0275,CM0275,2019-04-17 00:00:00.0,GENERAL_LOCATION,
</entity-engine-xml>
